retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin,sales_method,product_id,region_id,store_id,date_id,sales_amount,profit_margin,growth_rate,product_prod,category,subcategory,unit_price,cost_price,launch_date,performance_score,retailer_store,retailer_id_store,state_store,city_store,store_type,store_size,store_location,store_performance,region_region,region_population,market_size,average_income,market_potential,growth_opportunity,date,month,year,season,is_holiday,time_period
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men's Athletic Footwear,35.0,225,78750.0,27562.5,0.35,In-store,2,1,112,3593,7875.0,0.35,0.14,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Foot Locker,1185732,Connecticut,Hartford,outlet,medium,hartford,91.03,Northeast,9318549,medium,79115,91,77,2021-01-10,1,2021,winter,0,q1
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Street Footwear,25.000000000000007,225,56250.000000000015,22500.000000000007,0.4,In-store,3,1,112,3594,5625.000000000002,0.4,-0.043,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Foot Locker,1185732,Connecticut,Hartford,outlet,medium,hartford,91.03,Northeast,9318549,medium,79115,91,77,2021-01-10,1,2021,winter,0,q1
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Athletic Footwear,30.0,75,22500.0,9000.0,0.4,In-store,4,1,112,3595,2250.0,0.4,-0.026,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Foot Locker,1185732,Connecticut,Hartford,outlet,medium,hartford,91.03,Northeast,9318549,medium,79115,91,77,2021-01-10,1,2021,winter,0,q1
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men's Apparel,45.0,125,56250.0,16875.0,0.3,In-store,5,1,112,3596,5625.0,0.3,-0.038,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Foot Locker,1185732,Connecticut,Hartford,outlet,medium,hartford,91.03,Northeast,9318549,medium,79115,91,77,2021-01-10,1,2021,winter,0,q1
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Apparel,35.0,225,78750.0,31500.0,0.4,In-store,6,1,112,3597,7875.0,0.4,0.071,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Foot Locker,1185732,Connecticut,Hartford,outlet,medium,hartford,91.03,Northeast,9318549,medium,79115,91,77,2021-01-10,1,2021,winter,0,q1
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Men's Street Footwear,35.0,475,166250.0,58187.49999999999,0.35,In-store,1,1,112,3598,16625.0,0.35,-0.03,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Foot Locker,1185732,Connecticut,Hartford,outlet,medium,hartford,91.03,Northeast,9318549,medium,79115,91,77,2021-02-08,2,2021,winter,0,q1
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Men's Athletic Footwear,35.0,125,43750.0,15312.499999999998,0.35,In-store,2,1,112,3599,4375.0,0.35,0.189,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Foot Locker,1185732,Connecticut,Hartford,outlet,medium,hartford,91.03,Northeast,9318549,medium,79115,91,77,2021-02-08,2,2021,winter,0,q1
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Women's Street Footwear,25.000000000000007,175,43750.000000000015,17500.000000000007,0.4,In-store,3,1,112,3600,4375.000000000001,0.4,0.115,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Foot Locker,1185732,Connecticut,Hartford,outlet,medium,hartford,91.03,Northeast,9318549,medium,79115,91,77,2021-02-08,2,2021,winter,0,q1
Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30.0,50,15000.0,6000.0,0.4,In-store,4,1,113,3601,1500.0,0.4,0.08,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-02-08,2,2021,winter,0,q1
Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Men's Apparel,45.0,125,56250.0,16875.0,0.3,In-store,5,1,113,3602,5625.0,0.3,0.08,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-02-08,2,2021,winter,0,q1
Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Women's Apparel,35.0,225,78750.0,31500.0,0.4,In-store,6,1,113,3603,7875.0,0.4,0.028,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-02-08,2,2021,winter,0,q1
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Men's Street Footwear,35.0,445,155750.0,54512.5,0.35,In-store,1,1,113,3604,15575.0,0.35,-0.017,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-03-06,3,2021,spring,1,q1
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35.0,150,52500.0,18375.0,0.35,In-store,2,1,113,3605,5250.0,0.35,-0.056,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-03-06,3,2021,spring,1,q1
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Street Footwear,25.000000000000007,175,43750.000000000015,17500.000000000007,0.4,In-store,3,1,113,3606,4375.000000000001,0.4,0.071,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-03-06,3,2021,spring,0,q1
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30.0,25,7500.0,3000.0,0.4,In-store,4,1,113,3607,750.0,0.4,0.025,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-03-06,3,2021,spring,0,q1
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Men's Apparel,45.0,75,33750.0,10125.0,0.3,In-store,5,1,113,3608,3375.0,0.3,-0.094,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-03-06,3,2021,spring,0,q1
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Apparel,35.0,175,61250.0,24500.0,0.4,In-store,6,1,113,3609,6125.0,0.4,-0.067,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-03-06,3,2021,spring,0,q1
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Men's Street Footwear,35.0,425,148750.0,52062.5,0.35,In-store,1,1,113,3610,14875.0,0.35,-0.073,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-04-07,4,2021,spring,0,q2
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35.0,125,43750.0,15312.499999999998,0.35,In-store,2,1,113,3611,4375.0,0.35,0.193,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-04-07,4,2021,spring,0,q2
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Street Footwear,25.000000000000007,125,31250.000000000007,12500.000000000004,0.4,In-store,3,1,113,3612,3125.000000000001,0.4,-0.079,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-04-07,4,2021,spring,0,q2
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30.0,50,15000.0,6000.0,0.4,In-store,4,1,113,3613,1500.0,0.4,-0.058,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-04-07,4,2021,spring,0,q2
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Men's Apparel,45.0,50,22500.0,6750.0,0.3,In-store,5,1,113,3614,2250.0,0.3,0.085,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-04-07,4,2021,spring,0,q2
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Apparel,35.0,200,70000.0,28000.0,0.4,In-store,6,1,113,3615,7000.0,0.4,0.128,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-04-07,4,2021,spring,0,q2
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Men's Street Footwear,49.99999999999999,470,234999.99999999997,82249.99999999999,0.35,In-store,1,1,113,3616,23499.999999999996,0.35,-0.008,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-05-06,5,2021,spring,0,q2
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,175,78750.0,27562.5,0.35,In-store,2,1,113,3617,7875.0,0.35,0.159,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-05-06,5,2021,spring,0,q2
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Women's Street Footwear,40.0,200,80000.0,32000.0,0.4,In-store,3,1,113,3618,8000.0,0.4,0.064,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-05-06,5,2021,spring,0,q2
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40.0,150,60000.0,24000.0,0.4,In-store,4,1,113,3619,6000.0,0.4,0.057,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-05-06,5,2021,spring,0,q2
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Men's Apparel,49.99999999999999,175,87499.99999999999,26249.999999999996,0.3,In-store,5,1,113,3620,8749.999999999998,0.3,0.145,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-05-06,5,2021,spring,0,q2
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Women's Apparel,54.99999999999999,300,164999.99999999997,65999.99999999999,0.4,In-store,6,1,113,3621,16499.999999999996,0.39999999999999997,-0.007,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-05-06,5,2021,spring,0,q2
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Men's Street Footwear,49.99999999999999,550,274999.99999999994,96249.99999999997,0.35,In-store,1,1,113,3622,27499.999999999996,0.35,0.021,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-06-08,6,2021,summer,0,q2
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,300,135000.0,47250.0,0.35,In-store,2,1,113,3623,13500.0,0.35,-0.015,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-06-08,6,2021,summer,0,q2
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Street Footwear,40.0,225,90000.0,36000.0,0.4,In-store,3,1,113,3624,9000.0,0.4,0.142,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-06-08,6,2021,summer,0,q2
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40.0,200,80000.0,32000.0,0.4,In-store,4,1,113,3625,8000.0,0.4,0.062,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-06-08,6,2021,summer,0,q2
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Men's Apparel,49.99999999999999,200,99999.99999999999,29999.999999999993,0.3,In-store,5,1,113,3626,9999.999999999998,0.3,0.087,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-06-08,6,2021,summer,1,q2
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Apparel,54.99999999999999,350,192499.99999999997,76999.99999999999,0.4,In-store,6,1,113,3627,19249.999999999996,0.39999999999999997,0.125,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-06-08,6,2021,summer,0,q2
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Men's Street Footwear,49.99999999999999,575,287499.99999999994,100624.99999999997,0.35,In-store,1,1,113,3628,28749.999999999996,0.35,0.119,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-07-06,7,2021,summer,0,q3
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,325,146250.0,51187.5,0.35,In-store,2,1,113,3629,14625.0,0.35,0.166,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-07-06,7,2021,summer,0,q3
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Women's Street Footwear,40.0,250,100000.0,40000.0,0.4,In-store,3,1,113,3630,10000.0,0.4,0.048,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-07-06,7,2021,summer,0,q3
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40.0,200,80000.0,32000.0,0.4,In-store,4,1,113,3631,8000.0,0.4,0.111,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-07-06,7,2021,summer,0,q3
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Men's Apparel,49.99999999999999,225,112499.99999999999,33749.99999999999,0.3,In-store,5,1,113,3632,11249.999999999998,0.3,-0.06,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-07-06,7,2021,summer,0,q3
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Women's Apparel,54.99999999999999,400,219999.99999999997,88000.0,0.4,In-store,6,1,113,3633,21999.999999999996,0.4000000000000001,-0.011,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-07-06,7,2021,summer,1,q3
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Men's Street Footwear,49.99999999999999,550,274999.99999999994,96249.99999999997,0.35,In-store,1,1,113,3634,27499.999999999996,0.35,0.007,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-08-07,8,2021,summer,1,q3
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,325,146250.0,51187.5,0.35,In-store,2,1,113,3635,14625.0,0.35,-0.018,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-08-07,8,2021,summer,0,q3
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Women's Street Footwear,40.0,250,100000.0,40000.0,0.4,In-store,3,1,113,3636,10000.0,0.4,-0.022,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-08-07,8,2021,summer,1,q3
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40.0,150,60000.0,24000.0,0.4,In-store,4,1,113,3637,6000.0,0.4,0.173,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-08-07,8,2021,summer,0,q3
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Men's Apparel,49.99999999999999,125,62499.99999999999,18749.999999999996,0.3,In-store,5,1,113,3638,6249.999999999999,0.3,0.082,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-08-07,8,2021,summer,0,q3
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Women's Apparel,54.99999999999999,300,164999.99999999997,65999.99999999999,0.4,In-store,6,1,113,3639,16499.999999999996,0.39999999999999997,0.114,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-08-07,8,2021,summer,0,q3
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Men's Street Footwear,49.99999999999999,425,212499.99999999997,74374.99999999999,0.35,In-store,1,1,113,3640,21249.999999999996,0.35,-0.06,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-09-06,9,2021,fall,0,q3
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,225,101250.0,35437.5,0.35,In-store,2,1,113,3641,10125.0,0.35,0.106,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-09-06,9,2021,fall,1,q3
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Women's Street Footwear,40.0,125,50000.0,20000.0,0.4,In-store,3,1,113,3642,5000.0,0.4,-0.082,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-09-06,9,2021,fall,0,q3
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40.0,100,40000.0,16000.0,0.4,In-store,4,1,113,3643,4000.0,0.4,0.19,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-09-06,9,2021,fall,0,q3
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Men's Apparel,49.99999999999999,100,49999.99999999999,14999.999999999996,0.3,In-store,5,1,113,3644,4999.999999999999,0.3,0.004,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-09-06,9,2021,fall,0,q3
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Women's Apparel,54.99999999999999,200,109999.99999999999,44000.0,0.4,In-store,6,1,113,3645,10999.999999999998,0.4000000000000001,-0.058,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-09-06,9,2021,fall,0,q3
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Men's Street Footwear,54.99999999999999,375,206249.99999999997,72187.49999999999,0.35,In-store,1,1,113,3646,20624.999999999996,0.35,-0.062,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-10-08,10,2021,fall,0,q4
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Men's Athletic Footwear,50.0,200,100000.0,35000.0,0.35,In-store,2,1,113,3647,10000.0,0.35,-0.078,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-10-08,10,2021,fall,0,q4
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Women's Street Footwear,50.0,100,50000.0,20000.0,0.4,In-store,3,1,113,3648,5000.0,0.4,0.051,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-10-08,10,2021,fall,0,q4
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,50.0,75,37500.0,15000.0,0.4,In-store,4,1,113,3649,3750.0,0.4,0.178,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-10-08,10,2021,fall,0,q4
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Men's Apparel,60.0,75,45000.0,13500.0,0.3,In-store,5,1,113,3650,4500.0,0.3,0.123,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Foot Locker,1185732,Rhode Island,Providence,online,large,providence,95.93,Northeast,9318549,medium,79115,91,77,2021-10-08,10,2021,fall,1,q4
Sports Direct,1185732,2021-10-08,Northeast,Rhode Island,Providence,Women's Apparel,64.99999999999999,200,129999.99999999997,51999.99999999999,0.4,In-store,6,1,114,3651,12999.999999999996,0.4,-0.1,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Sports Direct,1185732,Rhode Island,Providence,outlet,large,providence,95.38,Northeast,9318549,medium,79115,91,77,2021-10-08,10,2021,fall,0,q4
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Men's Street Footwear,60.0,350,210000.0,73500.0,0.35,In-store,1,1,114,3652,21000.0,0.35,0.101,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Sports Direct,1185732,Rhode Island,Providence,outlet,large,providence,95.38,Northeast,9318549,medium,79115,91,77,2021-11-07,11,2021,fall,1,q4
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Men's Athletic Footwear,50.0,225,112500.0,39375.0,0.35,In-store,2,1,114,3653,11250.0,0.35,0.047,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Sports Direct,1185732,Rhode Island,Providence,outlet,large,providence,95.38,Northeast,9318549,medium,79115,91,77,2021-11-07,11,2021,fall,0,q4
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Street Footwear,50.0,220,110000.0,44000.0,0.4,In-store,3,1,114,3654,11000.0,0.4,-0.045,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Sports Direct,1185732,Rhode Island,Providence,outlet,large,providence,95.38,Northeast,9318549,medium,79115,91,77,2021-11-07,11,2021,fall,0,q4
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,50.0,200,100000.0,40000.0,0.4,In-store,4,1,114,3655,10000.0,0.4,0.12,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Sports Direct,1185732,Rhode Island,Providence,outlet,large,providence,95.38,Northeast,9318549,medium,79115,91,77,2021-11-07,11,2021,fall,0,q4
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Men's Apparel,60.0,175,105000.0,31500.0,0.3,In-store,5,1,114,3656,10500.0,0.3,0.12,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Sports Direct,1185732,Rhode Island,Providence,outlet,large,providence,95.38,Northeast,9318549,medium,79115,91,77,2021-11-07,11,2021,fall,0,q4
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Apparel,64.99999999999999,275,178749.99999999997,71499.99999999999,0.4,In-store,6,1,114,3657,17874.999999999996,0.39999999999999997,-0.052,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Sports Direct,1185732,Rhode Island,Providence,outlet,large,providence,95.38,Northeast,9318549,medium,79115,91,77,2021-11-07,11,2021,fall,0,q4
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Men's Street Footwear,60.0,500,300000.0,105000.0,0.35,In-store,1,1,114,3658,30000.0,0.35,0.175,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Sports Direct,1185732,Rhode Island,Providence,outlet,large,providence,95.38,Northeast,9318549,medium,79115,91,77,2021-12-06,12,2021,winter,0,q4
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,50.0,300,150000.0,52500.0,0.35,In-store,2,1,114,3659,15000.0,0.35,-0.051,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Sports Direct,1185732,Rhode Island,Providence,outlet,large,providence,95.38,Northeast,9318549,medium,79115,91,77,2021-12-06,12,2021,winter,0,q4
